,Giới tính,Quốc tịch,Hóa đơn tiền điện,Số tiền vay,Mục đích vay,Gia đình,Thời gian tại công việc hiện tại,Tuổi,Tài sản đảm bảo,Nợ xấu,Khoảng cách đến điểm giao dịch gần nhất (  km ),Học vấn,Thời gian vay (tháng),Khả năng trả nợ
595,1,1,264000,32100000,3,3,5,36,1,0,4,2,12,0
596,2,1,344000,431100000,2,3,5,37,0,0,2,2,3,0
599,1,1,632000,594500000,5,1,4,36,1,0,2,1,3,0
600,2,1,648000,418400000,4,2,3,29,1,0,3,2,5,0
601,2,1,160000,80200000,2,3,5,34,1,0,1,2,3,0
602,1,1,120000,570000000,3,3,5,45,1,1,3,2,5,0
603,2,2,280000,166900000,4,2,2,25,0,0,2,2,6,0
604,1,2,408000,517000000,3,1,4,30,0,0,3,1,3,0
606,2,1,504000,28400000,2,2,3,29,1,0,2,2,5,0
607,2,2,184000,541300000,1,2,2,28,1,0,3,3,10,0
608,2,1,424000,378200000,3,1,5,32,1,0,3,1,12,0
611,1,2,320000,247600000,1,3,5,35,1,1,4,4,3,0
613,1,1,312000,446200000,3,1,4,29,1,0,3,4,12,0
614,1,1,152000,237100000,1,1,5,45,1,0,1,4,15,0
615,2,1,616000,298500000,2,2,2,30,1,1,2,1,6,0
616,1,1,96000,308600000,3,1,4,40,1,0,2,4,8,0
618,1,1,656000,206800000,3,3,5,36,1,0,4,2,12,0
619,2,1,416000,454300000,5,3,5,37,0,0,2,2,3,0
622,1,1,264000,581000000,5,1,4,36,1,0,2,1,3,0
623,2,1,432000,48300000,2,2,3,29,1,0,3,2,5,0
624,2,1,744000,96100000,5,3,5,34,1,0,1,2,3,0
625,1,1,184000,266000000,4,3,5,45,1,1,3,2,5,0
626,2,2,408000,521100000,2,2,2,25,0,0,2,2,6,0
627,1,2,544000,546000000,3,1,4,30,0,0,3,1,3,0
629,2,1,88000,566200000,3,2,3,29,1,0,3,2,5,0
630,1,1,512000,290100000,5,1,3,36,1,0,4,4,6,0
632,2,1,264000,389600000,2,1,3,32,0,0,4,4,8,0
633,1,1,360000,208200000,5,2,2,25,1,0,2,2,9,0
634,2,1,536000,370400000,1,1,4,35,1,1,1,1,6,0
636,1,2,496000,573300000,3,3,5,35,1,1,1,4,3,0
638,1,1,176000,205100000,2,1,4,29,1,0,4,4,12,0
639,1,1,128000,598500000,3,1,5,45,1,0,2,4,15,0
640,2,1,584000,573200000,5,2,2,30,1,1,3,1,6,0
641,1,1,696000,363700000,3,1,4,40,1,0,1,4,8,0
643,1,1,624000,210600000,3,3,5,36,1,0,2,2,12,0
644,2,1,536000,354000000,2,3,5,37,0,0,3,2,3,0
648,1,2,648000,350100000,4,3,5,35,1,1,4,4,3,0
650,1,1,232000,553600000,3,1,4,29,1,0,3,4,12,0
651,1,1,688000,181000000,4,1,5,45,1,0,1,4,15,0
652,2,1,656000,206000000,3,2,2,30,1,1,3,1,6,0
653,1,1,288000,189300000,2,1,4,40,1,0,2,4,8,0
655,1,1,632000,148000000,1,3,5,36,1,0,4,2,12,0
656,2,1,744000,357800000,3,3,5,37,0,0,2,2,3,0
659,1,1,784000,244900000,1,1,4,36,1,0,3,1,3,0
660,2,1,512000,344200000,3,2,3,29,1,0,2,2,5,0
661,2,1,424000,548300000,3,3,5,34,1,0,4,2,3,0
662,1,1,96000,301700000,1,3,5,45,1,1,2,2,5,0
663,2,2,104000,578100000,2,2,2,25,0,0,3,2,6,0
664,1,2,616000,410500000,3,1,4,30,0,0,1,1,3,0
666,2,1,640000,120400000,3,2,3,29,1,0,2,2,5,0
667,1,1,248000,432900000,5,1,3,36,1,0,3,4,6,0
669,2,1,288000,196800000,2,1,3,32,0,0,2,4,8,0
670,1,1,712000,396100000,5,2,2,25,1,0,4,2,9,0
671,2,1,344000,33400000,1,1,4,35,1,1,4,1,6,0
673,1,2,360000,261500000,3,3,5,35,1,1,3,4,3,0
675,1,1,608000,76300000,2,1,4,29,1,0,3,4,12,0
676,1,1,496000,36300000,3,1,5,45,1,0,2,4,15,0
677,2,1,568000,374700000,5,2,2,30,1,1,3,1,6,0
678,1,1,448000,159000000,3,1,4,40,1,0,4,4,8,0
680,1,1,696000,387400000,3,3,5,36,1,0,4,2,12,0
682,1,1,792000,464400000,5,1,3,31,1,0,1,4,15,0
683,2,1,352000,18000000,2,2,4,31,1,1,2,4,12,0
684,1,1,384000,429800000,5,1,4,36,1,0,1,1,3,0
685,2,1,176000,571400000,4,2,3,29,1,0,2,2,5,0
687,1,1,320000,280300000,3,3,5,45,1,1,2,2,5,0
688,2,2,328000,541500000,4,2,2,25,0,0,3,2,6,0
691,2,1,144000,520300000,2,2,3,29,1,0,2,2,5,0
692,2,2,392000,537800000,1,2,2,28,1,0,3,3,10,0
693,2,1,408000,385400000,3,1,5,32,1,0,4,1,12,0
695,2,1,448000,282400000,5,3,5,40,0,1,4,2,12,0
696,1,2,152000,284500000,1,3,5,35,1,1,3,4,3,0
698,1,1,488000,177500000,3,1,4,29,1,0,4,4,12,0
699,1,1,472000,495000000,1,1,5,45,1,0,2,4,15,0
701,1,1,304000,275100000,3,1,4,40,1,0,1,4,8,0
702,2,1,336000,563300000,5,2,4,32,0,1,2,4,9,0
703,1,1,288000,185500000,3,3,5,36,1,0,2,2,12,0
705,1,1,408000,550600000,3,1,3,31,1,0,4,4,15,0
707,1,1,136000,326900000,5,1,4,36,1,0,4,1,3,0
708,2,1,144000,246000000,2,2,3,29,1,0,4,2,5,0
709,2,1,704000,558900000,5,3,5,34,1,0,2,2,3,0
710,1,1,408000,185000000,4,3,5,45,1,1,3,2,5,0
712,1,2,432000,533500000,3,1,4,30,0,0,3,1,3,0
713,2,1,192000,430300000,4,1,3,32,0,1,2,3,9,0
716,1,1,328000,571500000,3,2,2,25,1,0,2,2,9,0
717,2,1,120000,407500000,2,1,4,35,1,1,4,1,6,0
718,2,1,656000,249500000,5,3,5,40,0,1,2,2,12,0
719,1,2,312000,395900000,1,3,5,35,1,1,1,4,3,0
720,1,1,200000,472000000,3,2,1,25,0,1,2,2,5,0
721,1,1,320000,510600000,3,1,4,29,1,0,1,4,12,0
722,1,1,136000,336300000,1,1,5,45,1,0,2,4,15,0
723,2,1,432000,355900000,2,2,2,30,1,1,4,1,6,0
724,1,1,800000,305800000,3,1,4,40,1,0,2,4,8,0
726,1,1,736000,38800000,3,3,5,36,1,0,1,2,12,0
727,2,1,416000,273100000,5,3,5,37,0,0,2,2,3,0
731,1,2,728000,590000000,2,3,5,35,1,1,2,4,3,0
733,1,1,104000,257200000,4,1,4,29,1,0,4,4,12,0
734,1,1,288000,247600000,2,1,5,45,1,0,2,4,15,0
735,2,1,736000,280100000,3,2,2,30,1,1,3,1,6,0
736,1,1,392000,529700000,4,1,4,40,1,0,1,4,8,0
737,2,1,648000,313200000,3,2,4,32,0,1,3,4,9,0
738,1,1,296000,226300000,2,3,5,36,1,0,4,2,12,0
739,2,1,408000,122300000,2,3,5,37,0,0,2,2,3,0
741,2,1,208000,303000000,3,2,4,31,1,1,4,4,12,0
742,1,1,408000,170500000,2,1,4,36,1,0,2,1,3,0
744,2,1,360000,446700000,5,3,5,34,1,0,1,2,3,0
745,1,1,608000,306000000,3,3,5,45,1,1,3,2,5,0
746,2,2,352000,172700000,5,2,2,25,0,0,2,2,6,0
748,2,1,368000,287200000,2,1,3,32,0,1,4,3,9,0
750,1,1,136000,55400000,2,1,3,36,1,0,4,4,6,0
751,2,1,464000,170300000,5,2,5,31,1,1,2,1,12,0
752,2,1,224000,174200000,4,1,3,32,0,0,1,4,8,0
753,1,1,672000,328500000,2,2,2,25,1,0,2,2,9,0
755,2,1,424000,569100000,4,3,5,40,0,1,2,2,12,0
756,1,2,512000,534800000,3,3,5,35,1,1,4,4,3,0
760,2,1,784000,199900000,3,2,2,30,1,1,2,1,6,0
762,2,1,744000,596600000,5,2,4,32,0,1,3,4,9,0
763,1,1,256000,416100000,1,3,5,36,1,0,4,2,12,0
764,2,1,752000,148200000,3,3,5,37,0,0,2,2,3,0
765,1,1,728000,405800000,3,1,3,31,1,0,4,4,15,0
767,1,1,376000,521100000,2,1,4,36,1,0,2,1,3,0
768,2,1,400000,315100000,3,2,3,29,1,0,3,2,5,0
769,2,1,648000,82500000,5,3,5,34,1,0,1,2,3,0
770,1,1,208000,42600000,3,3,5,45,1,1,3,2,5,0
771,2,2,96000,67100000,5,2,2,25,0,0,2,2,6,0
772,1,2,464000,69700000,3,1,4,30,0,0,3,1,3,0
774,2,1,680000,449500000,5,2,3,29,1,0,2,2,5,0
775,2,2,592000,247000000,2,2,2,28,1,0,3,3,10,0
776,2,1,672000,52500000,5,1,5,32,1,0,3,1,12,0
779,1,2,432000,447400000,5,3,5,35,1,1,4,4,3,0
781,1,1,456000,236200000,3,1,4,29,1,0,3,4,5,0
782,1,1,192000,547100000,3,1,5,45,1,0,1,4,6,0
783,2,1,384000,350400000,1,2,2,30,1,1,2,1,12,0
784,1,1,296000,353100000,2,1,4,40,1,0,2,4,8,0
786,1,1,632000,418800000,5,3,5,36,1,0,4,2,6,0
787,2,1,120000,63500000,3,3,5,37,0,0,2,2,12,0
790,1,1,728000,303500000,2,1,4,36,1,0,2,1,12,0
791,2,1,112000,486800000,5,2,3,29,1,0,3,2,15,0
792,2,1,288000,120900000,2,3,5,34,1,0,1,2,6,0
793,1,1,488000,295300000,5,3,5,45,1,1,3,2,8,0
794,2,2,696000,491200000,4,2,2,25,0,0,2,2,9,0
795,1,2,736000,169700000,2,1,4,30,0,0,3,1,12,0
797,2,1,368000,118700000,4,2,3,29,1,0,2,2,15,0
798,1,1,408000,488400000,3,1,3,36,1,0,4,4,4,0
800,2,1,736000,94400000,2,1,3,32,0,0,1,4,3,0
801,1,1,280000,170700000,1,2,2,25,1,0,2,2,5,0
802,2,1,128000,439700000,3,1,4,35,1,1,1,1,12,0
805,1,1,136000,122700000,5,3,5,36,1,0,4,2,8,0
806,2,1,440000,258200000,3,3,5,37,0,0,2,2,9,0
809,1,1,712000,192500000,2,1,4,36,1,0,2,1,15,0
810,2,1,392000,453900000,5,2,3,29,1,0,3,2,12,0
811,2,1,216000,385000000,2,3,5,34,1,0,1,2,3,0
812,1,1,224000,555400000,5,3,5,45,1,1,3,2,5,0
813,2,2,200000,375100000,4,2,2,25,0,0,2,2,6,0
814,1,2,232000,377700000,2,1,4,30,0,0,3,1,3,0
816,2,1,152000,125200000,4,2,3,29,1,0,2,2,5,0
817,1,1,632000,125000000,3,1,3,36,1,0,4,4,6,0
819,2,1,360000,589000000,2,1,3,32,0,0,1,4,8,0
820,1,1,400000,448600000,1,2,2,25,1,0,2,2,9,0
821,2,1,296000,535800000,3,1,4,35,1,1,1,1,6,0
823,1,2,680000,129600000,5,3,5,35,1,1,4,4,3,0
825,1,1,88000,237500000,3,1,4,29,1,0,3,4,12,0
826,1,1,616000,367800000,3,1,5,45,1,0,1,4,15,0
827,2,1,776000,160400000,1,2,2,30,1,1,2,1,6,0
828,1,1,136000,443800000,2,1,4,40,1,0,2,4,8,0
830,1,1,288000,496100000,5,3,5,36,1,0,4,2,12,0
831,2,1,160000,449100000,3,3,5,37,0,0,2,2,3,0
834,1,1,216000,57200000,2,1,4,36,1,0,2,1,3,0
835,2,1,376000,39800000,5,2,3,29,1,0,3,2,5,0
836,2,1,744000,182900000,2,3,5,34,1,0,1,2,3,0
837,1,1,448000,570900000,5,3,5,45,1,1,3,2,5,0
838,2,2,528000,544600000,4,2,2,25,0,0,2,2,6,0
839,1,2,240000,104000000,2,1,4,30,0,0,3,1,3,0
841,2,1,296000,567300000,4,2,3,29,1,0,2,2,5,0
842,2,2,392000,151000000,3,2,2,28,1,0,3,3,10,0
843,2,1,448000,194700000,5,1,5,32,1,0,3,1,12,0
846,1,2,592000,326500000,5,3,5,35,1,1,4,4,3,0
848,1,1,368000,295000000,3,1,4,29,1,0,3,4,12,0
849,1,1,712000,502100000,3,1,5,45,1,0,1,4,15,0
850,2,1,456000,424900000,1,2,2,30,1,1,2,1,6,0
851,1,1,352000,110900000,2,1,4,40,1,0,2,4,8,0
853,1,1,192000,206400000,5,3,5,36,1,0,4,2,12,0
854,2,1,720000,239400000,3,3,5,37,0,0,2,2,3,0
857,1,1,368000,271100000,2,1,4,36,1,0,2,1,3,0
858,2,1,232000,193700000,5,2,3,29,1,0,3,2,5,0
859,2,1,360000,454300000,2,3,5,34,1,0,1,2,3,0
860,1,1,600000,56800000,5,3,5,45,1,1,3,2,5,0
861,2,2,232000,33600000,4,2,2,25,0,0,2,2,6,0
862,1,2,432000,101300000,2,1,4,30,0,0,3,1,3,0
864,2,1,240000,231000000,4,2,3,29,1,0,2,2,5,0
865,1,1,424000,130800000,3,1,3,36,1,0,4,4,6,0
867,2,1,104000,66300000,2,1,3,32,0,0,1,4,8,0
868,1,1,776000,300300000,1,2,2,25,1,0,2,2,9,0
869,2,1,512000,265700000,3,1,4,35,1,1,1,1,6,0
871,1,2,200000,189000000,5,3,5,35,1,1,4,4,3,0
873,1,1,440000,142600000,3,1,4,29,1,0,3,4,12,0
874,1,1,104000,508600000,3,1,5,45,1,0,1,4,15,0
875,2,1,336000,52800000,1,2,2,30,1,1,2,1,6,0
876,1,1,280000,369300000,2,1,4,40,1,0,2,4,8,0
878,1,1,752000,415900000,5,3,5,36,1,0,4,2,12,0
879,2,1,448000,312300000,3,3,5,37,0,0,2,2,3,0
880,1,1,760000,559500000,5,1,3,31,1,0,4,4,15,0
882,2,1,320000,550300000,2,3,5,40,0,1,2,2,12,0
883,1,2,88000,11900000,5,3,5,35,1,1,4,4,3,0
885,1,1,744000,185800000,3,1,4,29,1,0,3,4,12,0
886,1,1,320000,584600000,3,1,5,45,1,0,1,4,15,0
888,1,1,680000,40900000,2,1,4,40,1,0,2,4,8,0
889,2,1,96000,414500000,3,2,4,32,0,1,3,4,9,0
890,1,1,424000,217300000,5,3,5,36,1,0,4,2,12,0
892,1,1,360000,376400000,5,1,3,31,1,0,4,4,15,0
894,1,1,720000,165300000,2,1,4,36,1,0,2,1,3,0
895,2,1,648000,469600000,5,2,3,29,1,0,3,2,5,0
896,2,1,600000,184600000,2,3,5,34,1,0,1,2,3,0
897,1,1,272000,239700000,5,3,5,45,1,1,3,2,5,0
899,1,2,328000,347600000,2,1,4,30,0,0,3,1,3,0
900,2,1,680000,300700000,3,1,3,32,0,1,4,3,9,0
904,2,1,296000,93600000,2,1,3,32,0,0,1,4,8,0
906,2,1,136000,123100000,3,1,4,35,1,1,1,1,6,0
907,2,1,424000,340400000,2,3,5,40,0,1,2,2,12,0
908,1,2,432000,384900000,5,3,5,35,1,1,4,4,3,0
909,1,1,592000,461100000,1,2,1,25,0,1,2,2,5,0
911,1,1,720000,64500000,3,1,5,45,1,0,1,4,15,0
912,2,1,128000,316400000,1,2,2,30,1,1,2,1,6,0
913,1,1,208000,209600000,2,1,4,40,1,0,2,4,8,0
915,1,1,272000,277400000,5,3,5,36,1,0,4,2,12,0
916,2,1,528000,228600000,3,3,5,37,0,0,2,2,3,0
919,1,1,728000,363500000,2,1,4,36,1,0,2,1,3,0
920,2,1,112000,70700000,5,2,3,29,1,0,3,2,5,0
921,2,1,376000,97000000,2,3,5,34,1,0,1,2,3,0
922,1,1,360000,446900000,5,3,5,45,1,1,3,2,5,0
923,2,2,464000,178600000,4,2,2,25,0,0,2,2,6,0
924,1,2,96000,100400000,2,1,4,30,0,0,3,1,3,0
926,2,1,592000,519200000,4,2,3,29,1,0,2,2,5,0
927,2,2,760000,300800000,3,2,2,28,1,0,3,3,10,0
928,2,1,208000,244400000,5,1,5,32,1,0,3,1,12,0
931,1,2,448000,382500000,5,3,5,35,1,1,4,4,3,0
932,2,1,688000,552200000,3,3,5,37,0,0,2,2,3,0
935,1,1,256000,113900000,2,1,4,36,1,0,2,1,3,0
936,2,1,776000,268700000,5,2,3,29,1,0,3,2,5,0
937,2,1,544000,330100000,2,3,5,34,1,0,1,2,3,0
938,1,1,584000,484800000,5,3,5,45,1,1,3,2,5,0
939,2,2,344000,404700000,4,2,2,25,0,0,2,2,6,0
940,1,2,608000,516200000,2,1,4,30,0,0,3,1,3,0
942,2,1,600000,309600000,4,2,3,29,1,0,2,2,5,0
943,2,2,136000,46200000,3,2,2,28,1,0,3,3,10,0
944,2,1,496000,364900000,5,1,5,32,1,0,3,1,12,0
947,1,2,168000,396600000,5,3,5,35,1,1,4,4,3,0
949,1,1,760000,209100000,3,1,4,29,1,0,3,4,12,0
950,1,1,504000,332100000,3,1,5,45,1,0,1,4,15,0
951,2,1,504000,475200000,1,2,2,30,1,1,2,1,6,0
952,1,1,392000,544400000,2,1,4,40,1,0,2,4,8,0
954,1,1,768000,16400000,5,3,5,36,1,0,4,2,12,0
955,2,1,664000,140800000,3,3,5,37,0,0,2,2,3,0
958,1,1,368000,390900000,2,1,4,36,1,0,2,1,3,0
959,2,1,312000,16900000,5,2,3,29,1,0,3,2,5,0
960,2,1,672000,199900000,2,3,5,34,1,0,1,2,3,0
961,1,1,328000,287200000,5,3,5,45,1,1,3,2,5,0
962,2,2,160000,464400000,4,2,2,25,0,0,2,2,6,0
963,1,2,648000,13700000,2,1,4,30,0,0,3,1,3,0
965,2,1,704000,507400000,4,2,3,29,1,0,2,2,5,0
966,1,1,760000,99700000,3,1,3,36,1,0,4,4,6,0
968,2,1,184000,74100000,2,1,3,32,0,0,1,4,8,0
969,1,1,296000,126000000,1,2,2,25,1,0,2,2,9,0
970,2,1,568000,588000000,3,1,4,35,1,1,1,1,6,0
972,1,2,592000,591600000,5,3,5,35,1,1,4,4,3,0
974,1,1,784000,367100000,3,1,4,29,1,0,3,4,12,0
975,1,1,160000,575500000,3,1,5,45,1,0,1,4,15,0
976,2,1,752000,481600000,1,2,2,30,1,1,2,1,6,0
977,1,1,440000,21000000,2,1,4,40,1,0,2,4,8,0
979,1,1,480000,372200000,5,3,5,36,1,0,4,2,12,0
980,2,1,416000,101300000,3,3,5,37,0,0,2,2,3,0
984,1,2,280000,193700000,5,3,5,35,1,1,4,4,3,0
986,1,1,232000,319000000,3,1,4,29,1,0,3,4,12,0
987,1,1,744000,99300000,3,1,5,45,1,0,1,4,15,0
988,2,1,368000,334400000,1,2,2,30,1,1,2,1,6,0
989,1,1,376000,406000000,2,1,4,40,1,0,2,4,8,0
991,1,1,304000,287600000,5,3,5,36,1,0,4,2,12,0
992,2,1,224000,172300000,3,3,5,37,0,0,2,2,3,0
995,1,1,112000,57000000,2,1,4,36,1,0,2,1,3,0
996,2,1,544000,562100000,5,2,3,29,1,0,3,2,5,0
997,2,1,672000,483000000,2,3,5,34,1,0,1,2,3,0
998,1,1,184000,440800000,5,3,5,45,1,1,3,2,5,0
999,2,2,264000,48000000,4,2,2,25,0,0,2,2,6,0
1000,1,2,176000,177800000,2,1,4,30,0,0,3,1,3,0
1002,2,1,344000,126500000,4,2,3,29,1,0,2,2,5,0
1003,1,1,720000,400600000,3,1,3,36,1,0,4,4,6,0
1005,2,1,616000,245100000,2,1,3,32,0,0,1,4,8,0
1006,1,1,536000,117900000,1,2,2,25,1,0,2,2,9,0
1007,2,1,400000,490400000,3,1,4,35,1,1,1,1,6,0
1009,1,2,368000,590400000,5,3,5,35,1,1,4,4,3,0
1011,1,1,240000,294800000,3,1,4,29,1,0,3,4,12,0
1012,1,1,480000,118500000,3,1,5,45,1,0,1,4,15,0
1013,2,1,640000,475500000,1,2,2,30,1,1,2,1,6,0
1014,1,1,176000,236000000,2,1,4,40,1,0,2,4,8,0
1016,1,1,320000,246100000,5,3,5,36,1,0,4,2,12,0
1017,2,1,624000,441100000,3,3,5,37,0,0,2,2,3,0
1020,1,1,152000,15500000,2,1,4,36,1,0,2,1,3,0
1021,2,1,104000,234500000,5,2,3,29,1,0,3,2,5,0
1022,2,1,560000,429400000,2,3,5,34,1,0,1,2,3,0
1023,1,1,720000,485700000,5,3,5,45,1,1,3,2,5,0
1024,2,2,480000,485900000,4,2,2,25,0,0,2,2,6,0
1025,1,2,456000,480800000,2,1,4,30,0,0,3,1,3,0
1027,2,1,792000,105500000,4,2,3,29,1,0,2,2,5,0
1028,2,2,712000,207000000,3,2,2,28,1,0,3,3,10,0
1029,2,1,120000,265300000,5,1,5,32,1,0,3,1,12,0
1032,1,2,768000,373900000,5,3,5,35,1,1,4,4,3,0
1034,1,1,760000,224400000,3,1,4,29,1,0,3,4,12,0
1035,1,1,184000,499900000,3,1,5,45,1,0,1,4,15,0
1036,2,1,312000,308300000,1,2,2,30,1,1,2,1,6,0
1037,1,1,352000,110500000,2,1,4,40,1,0,2,4,8,0
1039,1,1,328000,459800000,5,3,5,36,1,0,4,2,12,0
1040,2,1,608000,427300000,3,3,5,37,0,0,2,2,3,0
1043,1,1,400000,267100000,2,1,4,36,1,0,2,1,3,0
1044,2,1,312000,60100000,5,2,3,29,1,0,3,2,5,0
1045,2,1,408000,378600000,2,3,5,34,1,0,1,2,3,0
1046,1,1,584000,507000000,5,3,5,45,1,1,3,2,5,0
1047,2,2,160000,113600000,4,2,2,25,0,0,2,2,6,0
1048,1,2,120000,42800000,2,1,4,30,0,0,3,1,3,0
1050,2,1,608000,429900000,4,2,3,29,1,0,2,2,5,0
1051,1,1,744000,97400000,3,1,3,36,1,0,4,4,6,0
1053,2,1,800000,345500000,2,1,3,32,0,0,1,4,8,0
1054,1,1,440000,44000000,1,2,2,25,1,0,2,2,9,0
1055,2,1,776000,315100000,3,1,4,35,1,1,1,1,6,0
1058,1,1,568000,327100000,5,3,5,36,1,0,4,2,12,0
1059,2,1,696000,94400000,3,3,5,37,0,0,2,2,3,0
1062,1,1,776000,291000000,2,1,4,36,1,0,2,1,3,0
1063,2,1,752000,146700000,5,2,3,29,1,0,3,2,5,0
1064,2,1,576000,349400000,2,3,5,34,1,0,1,2,3,0
1065,1,1,776000,51300000,5,3,5,45,1,1,2,2,5,0
1066,2,2,368000,179300000,4,2,2,25,0,0,2,2,6,0
1067,1,2,592000,283300000,2,1,4,30,0,0,3,1,3,0
1069,2,1,144000,377300000,4,2,3,29,1,0,2,2,5,0
1070,1,1,760000,367600000,3,1,3,36,1,0,4,4,6,0
1072,2,1,328000,171800000,2,1,3,32,0,0,2,4,8,0
1073,1,1,88000,599000000,1,2,2,25,1,0,3,2,9,0
1074,2,1,344000,495100000,3,1,4,35,1,1,1,1,6,0
1076,1,2,240000,558400000,5,3,5,35,1,1,2,4,3,0
1078,1,1,384000,469000000,3,1,4,29,1,0,4,4,12,0
1079,1,1,320000,447300000,3,1,5,45,1,0,2,4,15,0
1080,2,1,800000,578700000,1,2,2,30,1,1,4,1,6,0
1081,1,1,456000,202800000,2,1,4,40,1,0,2,4,8,0
1083,1,1,552000,42400000,5,3,5,36,1,0,2,2,12,0
1084,2,1,560000,311000000,3,3,5,37,0,0,1,2,3,0
1087,1,1,176000,87700000,2,1,4,36,1,0,2,1,3,0
1088,2,1,512000,245400000,5,2,3,29,1,0,3,2,5,0
1089,2,1,368000,41900000,2,3,5,34,1,0,1,2,3,0
1090,1,1,264000,21300000,5,3,5,45,1,1,2,2,5,0
1091,2,2,400000,279800000,4,2,2,25,0,0,2,2,6,0
1092,1,2,520000,180900000,2,1,4,30,0,0,3,2,3,0
1094,2,1,752000,362400000,4,2,3,29,1,0,2,4,5,0
1095,2,2,680000,47300000,3,2,2,28,1,0,4,1,10,0
1096,2,1,536000,246200000,5,1,5,32,1,0,3,4,12,0
1099,1,2,624000,146900000,5,3,5,35,1,1,2,2,3,0
1101,1,1,168000,355900000,3,1,4,29,1,0,1,4,12,0
1102,1,1,240000,91300000,3,1,5,45,1,0,2,1,15,0
1103,2,1,440000,352200000,1,2,2,30,1,1,2,2,6,0
1104,1,1,600000,154000000,2,1,4,40,1,0,3,2,8,0
1107,2,1,352000,512000000,3,3,5,37,0,0,4,1,3,0
1109,2,1,176000,307000000,3,2,4,31,1,1,2,2,12,0
1110,1,1,528000,38700000,2,1,4,36,1,0,3,4,3,0
1111,2,1,336000,324900000,5,2,3,29,1,0,1,1,5,0
1112,2,1,640000,86900000,2,3,5,34,1,0,3,4,3,0
1114,2,2,304000,534100000,4,2,2,25,0,0,3,1,6,0
1115,1,2,544000,164400000,2,1,4,30,0,0,4,2,3,0
1118,1,1,192000,592000000,3,1,3,36,1,0,2,4,6,0
1119,2,1,704000,431500000,2,2,5,31,1,1,1,4,12,0
1120,2,1,368000,489100000,2,1,3,32,0,0,2,1,8,0
1121,1,1,616000,133100000,1,2,2,25,1,0,1,4,9,0
1122,2,1,328000,14100000,3,1,4,35,1,1,2,4,6,0
1123,2,1,576000,149000000,2,3,5,40,0,1,4,2,12,0
1125,1,1,472000,587300000,1,2,1,25,0,1,3,4,5,0
1126,1,1,592000,387400000,3,1,4,29,1,0,1,4,12,0
1128,2,1,112000,40200000,1,2,2,30,1,1,2,1,6,0
1129,1,1,760000,175000000,2,1,4,40,1,0,3,4,8,0
1130,2,1,448000,563800000,3,2,4,32,0,1,4,4,9,0
1132,2,1,584000,85800000,3,3,5,37,0,0,4,2,3,0
1136,1,2,216000,111900000,5,3,5,35,1,1,1,4,3,0
1138,1,1,592000,329900000,3,1,4,29,1,0,2,4,12,0
1139,1,1,192000,219400000,3,1,5,45,1,0,3,4,15,0
1140,2,1,168000,580100000,1,2,2,30,1,1,4,1,6,0
1141,1,1,624000,591300000,2,1,4,40,1,0,2,4,8,0
1143,1,1,256000,357600000,5,3,5,36,1,0,3,2,12,0
1144,2,1,472000,591700000,3,3,5,37,0,0,3,2,3,0
1147,1,1,128000,333200000,2,1,4,36,1,0,2,1,3,0
1148,2,1,576000,323300000,5,2,3,29,1,0,4,2,5,0
1149,2,1,664000,259600000,2,3,5,34,1,0,4,2,3,0
1150,1,1,512000,506600000,5,3,5,45,1,1,2,2,5,0
1151,2,2,304000,470800000,4,2,2,25,0,0,3,2,6,0
1152,1,2,352000,323200000,2,1,4,30,0,0,1,1,3,0
1154,2,1,440000,253800000,4,2,3,29,1,0,2,2,5,0
1155,1,1,760000,63000000,3,1,3,36,1,0,3,4,6,0
1157,2,1,168000,117300000,2,1,3,32,0,0,2,4,8,0
1158,1,1,792000,421000000,1,2,2,25,1,0,3,2,9,0
1159,2,1,280000,148400000,3,1,4,35,1,1,3,1,6,0
1161,1,2,768000,333600000,5,3,5,35,1,1,2,4,3,0
1163,1,1,200000,105000000,3,1,4,29,1,0,2,4,12,0
1164,1,1,768000,491300000,3,1,5,45,1,0,3,4,15,0
1165,2,1,680000,508100000,1,2,2,30,1,1,1,1,6,0
1166,1,1,416000,164600000,2,1,4,40,1,0,2,4,8,0
1168,1,1,576000,31600000,5,3,5,36,1,0,3,2,12,0
1169,2,1,560000,579200000,3,3,5,37,0,0,4,2,3,0
1172,1,1,224000,169800000,2,1,4,36,1,0,4,1,3,0
1173,2,1,800000,100900000,5,2,3,29,1,0,2,3,5,0
1174,2,1,304000,355800000,2,3,5,34,1,0,3,1,3,0
1175,1,1,728000,495100000,5,3,5,45,1,1,1,4,5,0
1176,2,2,448000,154600000,4,2,2,25,0,0,3,2,6,0
1177,1,2,760000,430300000,2,1,4,30,0,0,2,4,3,0
1179,2,1,192000,366400000,4,2,3,29,1,0,4,4,5,0
1180,2,2,656000,567100000,3,2,2,28,1,0,2,4,10,0
1181,2,1,368000,433400000,5,1,5,32,1,0,4,1,12,0
1184,1,2,504000,377000000,5,3,5,35,1,1,2,2,3,0
1186,1,1,736000,39700000,3,1,4,29,1,0,2,4,12,0
1187,1,1,552000,289300000,3,1,5,45,1,0,4,4,15,0
1188,2,1,472000,279100000,1,2,2,30,1,1,2,1,6,0
1189,1,1,152000,430600000,2,1,4,40,1,0,3,2,6,0
1191,1,1,584000,96800000,5,3,5,36,1,0,2,2,12,0
