ID khách hàng,Giới tính,Quốc tịch,Hóa đơn tiền điện,Số tiền vay,Mục đích vay,Gia đình,Thời gian tại công việc hiện tại,Tuổi,Tài sản đảm bảo,Nợ xấu,Khoảng cách đến điểm giao dịch gần nhất (  km ),Học vấn,Thời gian vay (tháng),Khả năng trả nợ,
640,1. nam,1. Việt Nam,128000,"598,500,000",3. mua xe,1. Đã kết hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,15,0. Trả nợ đúng hạn,
641,2. nữ,1. Việt Nam,584000,"573,200,000",5. đầu tư chứng khoán,2. Độc thân,2. 2 năm,30,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,1. Cao học,6,0. Trả nợ đúng hạn,
642,1. nam,1. Việt Nam,696000,"363,700,000",3. mua xe,1. Đã kết hôn,4. 4 năm,40,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,4. Khác,8,0. Trả nợ đúng hạn,
643,2. nữ,1. Việt Nam,192000,"166,300,000",5. đầu tư chứng khoán,2. Độc thân,4. 4 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,9,1. Không trả nợ đúng hạn,
644,1. nam,1. Việt Nam,624000,"210,600,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,12,0. Trả nợ đúng hạn,
645,2. nữ,1. Việt Nam,536000,"354,000,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,37,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,2. Đại học,3,0. Trả nợ đúng hạn,
646,1. nam,1. Việt Nam,480000,"225,200,000",5. đầu tư chứng khoán,1. Đã kết hôn,3. 3 năm,31,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,15,1. Không trả nợ đúng hạn,
647,1. nam,1. Việt Nam,744000,"491,600,000",2. mua nhà,2. Độc thân,1. 1 năm,17,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,4,1. Không trả nợ đúng hạn,
648,2. nữ,1. Việt Nam,736000,"262,100,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,40,0. Không thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,2. Đại học,12,1. Không trả nợ đúng hạn,
649,1. nam,2. Nước ngoài,648000,"350,100,000",4. học tập,3. Ly hôn,5. Trên 5 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,4. Khác,3,0. Trả nợ đúng hạn,
650,1. nam,1. Việt Nam,424000,"565,400,000",2. mua nhà,2. Độc thân,1. 1 năm,25,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,5,1. Không trả nợ đúng hạn,
651,1. nam,1. Việt Nam,232000,"553,600,000",3. mua xe,1. Đã kết hôn,4. 4 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,12,0. Trả nợ đúng hạn,
652,1. nam,1. Việt Nam,688000,"181,000,000",4. học tập,1. Đã kết hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,4. Khác,15,0. Trả nợ đúng hạn,
653,2. nữ,1. Việt Nam,656000,"206,000,000",3. mua xe,2. Độc thân,2. 2 năm,30,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,1. Cao học,6,0. Trả nợ đúng hạn,
654,1. nam,1. Việt Nam,288000,"189,300,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,40,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,8,0. Trả nợ đúng hạn,
655,2. nữ,1. Việt Nam,680000,"97,000,000",2. mua nhà,2. Độc thân,4. 4 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,4. Khác,9,1. Không trả nợ đúng hạn,
656,1. nam,1. Việt Nam,632000,"148,000,000",1. Tiêu dùng,3. Ly hôn,5. Trên 5 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,12,0. Trả nợ đúng hạn,
657,2. nữ,1. Việt Nam,744000,"357,800,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,37,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,3,0. Trả nợ đúng hạn,
658,1. nam,1. Việt Nam,416000,"588,800,000",2. mua nhà,1. Đã kết hôn,3. 3 năm,31,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,15,1. Không trả nợ đúng hạn,
659,2. nữ,1. Việt Nam,128000,"255,100,000",5. đầu tư chứng khoán,2. Độc thân,4. 4 năm,31,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,4. Khác,12,1. Không trả nợ đúng hạn,
660,1. nữ,1. Việt Nam,784000,"244,900,000",1. Tiêu dùng,1. Đã kết hôn,4. 4 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,1. Cao học,3,0. Trả nợ đúng hạn,
661,2. nam,1. Việt Nam,512000,"344,200,000",3. mua xe,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,5,0. Trả nợ đúng hạn,
662,2. nam,1. Việt Nam,424000,"548,300,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,34,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,3,0. Trả nợ đúng hạn,
663,1. nam,1. Việt Nam,96000,"301,700,000",1. Tiêu dùng,3. Ly hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,5,0. Trả nợ đúng hạn,
664,2. nữ,2. Nước ngoài,104000,"578,100,000",2. mua nhà,2. Độc thân,2. 2 năm,25,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,2. Đại học,6,0. Trả nợ đúng hạn,
665,1. nam,2. Nước ngoài,616000,"410,500,000",3. mua xe,1. Đã kết hôn,4. 4 năm,30,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,1. Cao học,3,0. Trả nợ đúng hạn,
666,2. nữ,1. Việt Nam,576000,"120,000,000",5. đầu tư chứng khoán,1. Đã kết hôn,3. 3 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,3. Trung học phổ thông,9,1. Không trả nợ đúng hạn,
667,2. nam,1. Việt Nam,640000,"120,400,000",3. mua xe,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,5,0. Trả nợ đúng hạn,
668,1. nam,1. Việt Nam,248000,"432,900,000",5. đầu tư chứng khoán,1. Đã kết hôn,3. 3 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,6,0. Trả nợ đúng hạn,
669,2. nữ,1. Việt Nam,552000,"435,900,000",3. mua xe,2. Độc thân,5. Trên 5 năm,31,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,1. Cao học,12,1. Không trả nợ đúng hạn,
670,2. nữ,1. Việt Nam,288000,"196,800,000",2. mua nhà,1. Đã kết hôn,3. 3 năm,32,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,8,0. Trả nợ đúng hạn,
671,1. nam,1. Việt Nam,712000,"396,100,000",5. đầu tư chứng khoán,2. Độc thân,2. 2 năm,25,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,9,0. Trả nợ đúng hạn,
672,2. nữ,1. Việt Nam,344000,"33,400,000",1. Tiêu dùng,1. Đã kết hôn,4. 4 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,1. Cao học,6,0. Trả nợ đúng hạn,
673,2. nữ,1. Việt Nam,568000,"52,200,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,40,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,12,1. Không trả nợ đúng hạn,
674,1. nam,2. Nước ngoài,360000,"261,500,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,4. Khác,3,0. Trả nợ đúng hạn,
675,1. nam,1. Việt Nam,488000,"560,000,000",1. Tiêu dùng,2. Độc thân,1. 1 năm,25,0. Không thuộc sở hữu người vay,1. Có nợ xấu,1. x<10,2. Đại học,5,1. Không trả nợ đúng hạn,
676,1. nam,1. Việt Nam,608000,"76,300,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,12,0. Trả nợ đúng hạn,
677,1. nam,1. Việt Nam,496000,"36,300,000",3. mua xe,1. Đã kết hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,15,0. Trả nợ đúng hạn,
678,2. nữ,1. Việt Nam,568000,"374,700,000",5. đầu tư chứng khoán,2. Độc thân,2. 2 năm,30,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,1. Cao học,6,0. Trả nợ đúng hạn,
679,1. nam,1. Việt Nam,448000,"159,000,000",3. mua xe,1. Đã kết hôn,4. 4 năm,40,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,8,0. Trả nợ đúng hạn,
680,2. nữ,1. Việt Nam,424000,"339,500,000",5. đầu tư chứng khoán,2. Độc thân,4. 4 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,9,1. Không trả nợ đúng hạn,
681,1. nam,1. Việt Nam,696000,"387,400,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,12,0. Trả nợ đúng hạn,
682,2. nữ,1. Việt Nam,544000,"464,900,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,37,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,3,1. Không trả nợ đúng hạn,
683,1. nam,1. Việt Nam,792000,"464,400,000",5. đầu tư chứng khoán,1. Đã kết hôn,3. 3 năm,31,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,4. Khác,15,0. Trả nợ đúng hạn,
684,2. nữ,1. Việt Nam,352000,"18,000,000",2. mua nhà,2. Độc thân,4. 4 năm,31,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,12,0. Trả nợ đúng hạn,
685,1. nữ,1. Việt Nam,384000,"429,800,000",5. đầu tư chứng khoán,1. Đã kết hôn,4. 4 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,1. Cao học,3,0. Trả nợ đúng hạn,
686,2. nam,1. Việt Nam,176000,"571,400,000",4. học tập,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,5,0. Trả nợ đúng hạn,
687,2. nam,1. Việt Nam,336000,"186,700,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,34,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,3,1. Không trả nợ đúng hạn,
688,1. nam,1. Việt Nam,320000,"280,300,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,5,0. Trả nợ đúng hạn,
689,2. nữ,2. Nước ngoài,328000,"541,500,000",4. học tập,2. Độc thân,2. 2 năm,25,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,2. Đại học,6,0. Trả nợ đúng hạn,
690,1. nam,2. Nước ngoài,440000,"35,000,000",3. mua xe,1. Đã kết hôn,4. 4 năm,30,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,1. Cao học,3,1. Không trả nợ đúng hạn,
691,2. nữ,1. Việt Nam,752000,"553,800,000",2. mua nhà,1. Đã kết hôn,3. 3 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,3. Trung học phổ thông,9,1. Không trả nợ đúng hạn,
692,2. nam,1. Việt Nam,144000,"520,300,000",2. mua nhà,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,5,0. Trả nợ đúng hạn,
693,2. nữ,2. Nước ngoài,392000,"537,800,000",1. Tiêu dùng,2. Độc thân,2. 2 năm,28,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,3. Trung học phổ thông,10,0. Trả nợ đúng hạn,
694,2. nữ,1. Việt Nam,408000,"385,400,000",3. mua xe,1. Đã kết hôn,5. Trên 5 năm,32,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,1. Cao học,12,0. Trả nợ đúng hạn,
695,1. nam,1. Việt Nam,376000,"326,200,000",2. mua nhà,2. Độc thân,1. 1 năm,17,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,4,0. Trả nợ đúng hạn,
696,2. nữ,1. Việt Nam,448000,"282,400,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,40,0. Không thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,2. Đại học,12,0. Trả nợ đúng hạn,
697,1. nam,2. Nước ngoài,152000,"284,500,000",1. Tiêu dùng,3. Ly hôn,5. Trên 5 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,4. Khác,3,0. Trả nợ đúng hạn,
698,1. nam,1. Việt Nam,176000,"31,800,000",3. mua xe,2. Độc thân,1. 1 năm,25,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,5,1. Không trả nợ đúng hạn,
699,1. nam,1. Việt Nam,488000,"177,500,000",3. mua xe,1. Đã kết hôn,4. 4 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,12,0. Trả nợ đúng hạn,
700,1. nam,1. Việt Nam,472000,"495,000,000",1. Tiêu dùng,1. Đã kết hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,15,0. Trả nợ đúng hạn,
701,2. nữ,1. Việt Nam,584000,"152,500,000",2. mua nhà,2. Độc thân,2. 2 năm,30,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,1. Cao học,6,1. Không trả nợ đúng hạn,
702,1. nam,1. Việt Nam,304000,"275,100,000",3. mua xe,1. Đã kết hôn,4. 4 năm,40,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,4. Khác,8,0. Trả nợ đúng hạn,
703,2. nữ,1. Việt Nam,336000,"563,300,000",5. đầu tư chứng khoán,2. Độc thân,4. 4 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,9,0. Trả nợ đúng hạn,
704,1. nam,1. Việt Nam,288000,"185,500,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,12,0. Trả nợ đúng hạn,
705,2. nữ,1. Việt Nam,416000,"378,100,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,37,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,2. Đại học,3,1. Không trả nợ đúng hạn,
706,1. nam,1. Việt Nam,408000,"550,600,000",3. mua xe,1. Đã kết hôn,3. 3 năm,31,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,15,0. Trả nợ đúng hạn,
707,2. nữ,1. Việt Nam,600000,"266,300,000",2. mua nhà,2. Độc thân,4. 4 năm,31,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,12,1. Không trả nợ đúng hạn,
708,1. nữ,1. Việt Nam,136000,"326,900,000",5. đầu tư chứng khoán,1. Đã kết hôn,4. 4 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,1. Cao học,3,0. Trả nợ đúng hạn,
709,2. nam,1. Việt Nam,144000,"246,000,000",2. mua nhà,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,5,0. Trả nợ đúng hạn,
710,2. nam,1. Việt Nam,704000,"558,900,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,34,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,3,0. Trả nợ đúng hạn,
711,1. nam,1. Việt Nam,408000,"185,000,000",4. học tập,3. Ly hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,2. Đại học,5,0. Trả nợ đúng hạn,
712,2. nữ,2. Nước ngoài,144000,"441,100,000",2. mua nhà,2. Độc thân,2. 2 năm,25,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,2. Đại học,6,1. Không trả nợ đúng hạn,
713,1. nam,2. Nước ngoài,432000,"533,500,000",3. mua xe,1. Đã kết hôn,4. 4 năm,30,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,1. Cao học,3,0. Trả nợ đúng hạn,
714,2. nữ,1. Việt Nam,192000,"430,300,000",4. học tập,1. Đã kết hôn,3. 3 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,3. Trung học phổ thông,9,0. Trả nợ đúng hạn,
715,2. nam,1. Việt Nam,592000,"285,200,000",3. mua xe,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,2. Đại học,5,1. Không trả nợ đúng hạn,
716,2. nữ,1. Việt Nam,584000,"264,900,000",5. đầu tư chứng khoán,1. Đã kết hôn,3. 3 năm,32,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,8,1. Không trả nợ đúng hạn,
717,1. nam,1. Việt Nam,328000,"571,500,000",3. mua xe,2. Độc thân,2. 2 năm,25,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,9,0. Trả nợ đúng hạn,
718,2. nữ,1. Việt Nam,120000,"407,500,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,1. Cao học,6,0. Trả nợ đúng hạn,
719,2. nữ,1. Việt Nam,656000,"249,500,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,40,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,12,0. Trả nợ đúng hạn,
720,1. nam,2. Nước ngoài,312000,"395,900,000",1. Tiêu dùng,3. Ly hôn,5. Trên 5 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,1. x<10,4. Khác,3,0. Trả nợ đúng hạn,
721,1. nam,1. Việt Nam,200000,"472,000,000",3. mua xe,2. Độc thân,1. 1 năm,25,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,5,0. Trả nợ đúng hạn,
722,1. nam,1. Việt Nam,320000,"510,600,000",3. mua xe,1. Đã kết hôn,4. 4 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,4. Khác,12,0. Trả nợ đúng hạn,
723,1. nam,1. Việt Nam,136000,"336,300,000",1. Tiêu dùng,1. Đã kết hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,15,0. Trả nợ đúng hạn,
724,2. nữ,1. Việt Nam,432000,"355,900,000",2. mua nhà,2. Độc thân,2. 2 năm,30,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,1. Cao học,6,0. Trả nợ đúng hạn,
725,1. nam,1. Việt Nam,800000,"305,800,000",3. mua xe,1. Đã kết hôn,4. 4 năm,40,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,8,0. Trả nợ đúng hạn,
726,2. nữ,1. Việt Nam,800000,"515,700,000",5. đầu tư chứng khoán,2. Độc thân,4. 4 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,4. Khác,9,1. Không trả nợ đúng hạn,
727,1. nam,1. Việt Nam,736000,"38,800,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,2. Đại học,12,0. Trả nợ đúng hạn,
728,2. nữ,1. Việt Nam,416000,"273,100,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,37,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,3,0. Trả nợ đúng hạn,
729,1. nam,1. Việt Nam,656000,"172,400,000",3. mua xe,1. Đã kết hôn,3. 3 năm,31,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,15,1. Không trả nợ đúng hạn,
730,1. nam,1. Việt Nam,448000,"22,800,000",2. mua nhà,2. Độc thân,1. 1 năm,17,0. Không thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,4. Khác,4,1. Không trả nợ đúng hạn,
731,2. nữ,1. Việt Nam,376000,"88,000,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,40,0. Không thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,2. Đại học,12,1. Không trả nợ đúng hạn,
732,1. nam,2. Nước ngoài,728000,"590,000,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,3,0. Trả nợ đúng hạn,
733,1. nam,1. Việt Nam,744000,"456,700,000",5. đầu tư chứng khoán,2. Độc thân,1. 1 năm,25,0. Không thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,2. Đại học,5,1. Không trả nợ đúng hạn,
734,1. nam,1. Việt Nam,104000,"257,200,000",4. học tập,1. Đã kết hôn,4. 4 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,12,0. Trả nợ đúng hạn,
735,1. nam,1. Việt Nam,288000,"247,600,000",2. mua nhà,1. Đã kết hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,15,0. Trả nợ đúng hạn,
736,2. nữ,1. Việt Nam,736000,"280,100,000",3. mua xe,2. Độc thân,2. 2 năm,30,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,1. Cao học,6,0. Trả nợ đúng hạn,
